-0.20000, -0.20271
-0.10000, -0.10033
-0.20000, -0.20271
-0.10000, -0.10033
-0.20000, -0.20271
-0.10000, -0.10033
-0.20000, -0.20271
-0.10000, -0.10033
-0.20000, -0.20271
-0.10000, -0.10033
-0.20000, -0.20271
-0.10000, -0.10033
-0.20000, -0.20271
-0.10000, -0.10033
-0.20000, -0.20271
-0.10000, -0.10033
-0.20000, -0.20271
-0.10000, -0.10033
-0.20000, -0.20271
-0.10000, -0.10033
0.20000, 0.20271
0.20000, 0.20271
0.20000, 0.20271
0.20000, 0.20271
-1.10000, -1.96476
-1.40000, -5.79789
-1.20000, -2.57215
-1.20000, -2.57215
-0.70000, -0.84229
-0.20000, -0.20271
-0.10000, -0.10033
-0.70000, -0.84229
-0.20000, -0.20271
-0.10000, -0.10033
-1.20000, -2.57215
-0.70000, -0.84229
-0.20000, -0.20271
-0.10000, -0.10033
-1.20000, -2.53946
-0.70000, -0.84229
-0.20000, -0.20271
-0.10000, -0.10033
-1.20000, -3.42857
-0.70000, -0.84229
-0.20000, -0.20271
-0.10000, -0.10033
-1.20000, -2.57215
-0.70000, -0.84229
-0.20000, -0.20271
-0.10000, -0.10033
-1.20000, -0.97826
-0.70000, -0.90532
-0.20000, -0.84743
-0.10000, -0.84297
